100,200,150,170,180,170,170
112.07,212.09,162.06,181.99,192.03,182.01999999999998,182.1
111.90499999999999,211.94,161.89000000000001,181.845,191.915,181.83999999999997,181.95
111.75499999999998,211.84666666666666,161.79000000000002,181.765,191.775,181.71999999999997,181.84666666666666
111.89249999999998,212.00666666666666,161.95000000000002,181.92499999999998,191.945,181.90499999999997,182.01916666666668
112.21449999999999,212.34266666666667,162.27800000000002,182.259,192.273,182.21099999999998,182.35116666666667
112.63116666666666,212.78433333333334,162.71133333333336,182.71066666666664,192.71633333333332,182.65099999999998,182.79116666666667
112.29402380952381,212.46290476190475,162.38133333333334,182.40066666666664,192.39919047619046,182.32814285714284,182.46116666666666
112.36527380952381,212.54540476190476,162.45258333333334,182.49816666666663,192.48169047619047,182.40939285714285,182.54491666666667
112.2641626984127,212.46429365079365,162.35480555555557,182.4148333333333,192.39946825396825,182.31050396825395,182.45380555555556
112.0311626984127,212.23329365079366,162.12480555555558,182.18083333333328,192.16946825396826,182.08450396825396,182.23080555555555
111.9511626984127,212.16147546897548,162.04389646464648,182.11537878787874,192.09401370851373,182.00268578643576,182.16171464646465
111.78866269841271,212.01647546897547,161.8872297979798,181.97371212121206,191.94234704184706,181.84768578643576,182.01421464646464
111.98020115995116,212.22570623820624,162.08338364413365,182.176789044289,192.1461931956932,182.05230117105114,182.22113772338773
112.0637725885226,212.31499195249197,162.16195507270507,182.26107475857472,192.2261931956932,182.13158688533684,182.30542343767345
112.09910592185592,212.35899195249198,162.20795507270506,182.30907475857472,192.27152652902654,182.17358688533685,182.35142343767345
112.04598092185593,212.30899195249197,162.15108007270507,182.2590747585747,192.21777652902654,182.11858688533684,182.30829843767344
112.0483338630324,212.32134489366842,162.15755066094036,182.27378064092764,192.22895299961476,182.12858688533683,182.32182784943814
112.11055608525461,212.386900449224,162.2219951053848,182.33989175203874,192.29061966628143,182.19192021867016,182.38627229388257
111.90371397999145,212.18584781764503,162.02094247380583,182.14410227835452,192.09272492943933,181.9871833765649,182.18890387282994
111.85971397999145,212.14584781764503,161.97694247380582,182.10210227835452,192.05172492943933,181.9436833765649,182.15090387282993
111.72114255142003,212.0120382938355,161.8421805690439,181.97067370692596,191.9193439770584,181.808921471803,182.01899911092517
111.70068800596549,211.99931102110824,161.82263511449844,181.95567370692598,191.90479852251295,181.78937601725752,182.0062718381979
111.63807931031332,211.94496319502127,161.76872207102016,181.89958675040424,191.84784200077382,181.7311151476923,181.95018488167617
111.78432931031331,212.09912986168794,161.91372207102017,182.0550034170709,191.99742533410716,181.8786151476923,182.10560154834283
111.8291293103133,212.14832986168796,161.95772207102019,182.1026034170709,192.04182533410716,181.9242151476923,182.15360154834283
111.8341293103133,212.15832986168795,161.96156822486634,182.10798803245552,192.05105610333794,181.92959976307694,182.15937077911207
111.79894412512812,212.12832986168794,161.92860526190339,182.07798803245552,192.02253758481942,181.89848865196583,182.12937077911207
111.85072983941383,212.18940129025938,161.98753383333195,182.13513088959837,192.08003758481942,181.9574172233944,182.19079935054063
111.83521259803452,212.1807806006042,161.97753383333196,182.12409640683975,192.0683134468884,181.94465860270475,182.18079935054064
111.88821259803451,212.23611393393753,162.0298671666653,182.18042974017308,192.12564678022173,181.99632526937143,182.2374660172073
111.87369646900225,212.2280494178085,162.01728652150402,182.16978457888277,192.11629194151206,181.9866478500166,182.22940150107829
111.84432146900225,212.2039869178085,161.988224021504,182.14540957888278,192.09129194151205,181.9610228500166,182.2075265010783
111.87492752960831,212.24186570568727,162.02095129423128,182.18025806373126,192.1228070930272,181.99344709244085,182.2417689253207
111.93198635313773,212.3045127645108,162.08242188246658,182.24555218137832,192.18692474008603,182.05550591597026,182.30500421943836
112.01798635313773,212.39508419308223,162.1712790253237,182.33640932423546,192.27521045437175,182.1426487731131,182.39643279086692
111.95020857535995,212.33258419308223,162.1076679142126,182.27557599090213,192.21104378770508,182.07709321755755,182.3330994575336
112.03101938617077,212.41771932821737,162.19172196826668,182.360440855767,192.2945573012186,182.16195808242242,182.41958594402007
112.01891412301288,212.40982459137527,162.18145881037194,182.3525461189249,192.28666256437648,182.15353702979084,182.41169120717797
111.98045258455134,212.37674766829835,162.14735624626937,182.3199820163608,192.2540984618124,182.1199472862011,182.3822040276908
112.04295258455134,212.44249766829836,162.21235624626937,182.3872320163608,192.3198484618124,182.1831972862011,182.44970402769079
111.98612331625866,212.38737571707884,162.15650258773277,182.33381738221445,192.26350699839776,182.12758753010354,182.39214305208102
112.02255188768723,212.42713762184076,162.19555020678038,182.37453166792872,192.30255461744537,182.16520657772259,182.4328573377953
112.02511002722211,212.43225390091052,162.1976432300362,182.37778748188222,192.306740663957,182.167997275397,182.43634570988831
111.99215548176757,212.40384481000143,162.16696141185437,182.34892384551858,192.27674066395699,182.1370881844879,182.40770934625195
111.94859992621201,212.3665114766681,162.1242947451877,182.3091460677408,192.23762955284587,182.0939770733768,182.3692649018075
111.92903470882071,212.34977234623332,162.1055990930138,182.29262432861037,192.21893390067197,182.0761509864203,182.35187359745967
111.86690704924624,212.29360213346737,162.0460246249287,182.23496475414228,192.15850836875708,182.01657651833517,182.2929374272469
111.85774038257956,212.28901880013404,162.0385246249287,182.2289230874756,192.15184170209042,182.00845151833516,182.28647909391356
111.85978119890609,212.2918759429912,162.04056544125524,182.23402512829193,192.15510700821287,182.01130866119232,182.2905607265666
111.8513811989061,212.2870759429912,162.03416544125523,182.22982512829194,192.14830700821287,182.00470866119232,182.28496072656662
111.82373414008256,212.26099751161865,162.00691053929444,182.2057074812331,192.1230128905658,181.9784341513884,182.2608430795078
111.83392644777487,212.27349751161864,162.0188336162175,182.22128440431004,192.1355128905658,181.98997261292686,182.27507384873857
111.74317173079373,212.18368619086394,161.92807889923637,182.13222780053647,192.0457015698111,181.89997261292686,182.1867719619461
111.66169024931226,212.1042417464195,161.84956038071786,182.0544500227587,191.96533119944073,181.82145409440835,182.10769788787204
111.66332661294862,212.1064235646013,161.8528331079906,182.05845002275868,191.96733119944074,181.8250904580447,182.11278879696295
111.67368375580577,212.118209278887,161.86426167941917,182.07255716561582,191.97929548515503,181.8363404580447,182.1236816541058
111.74456094878822,212.1922443666063,161.93706869696302,182.1471185691246,192.05052355533047,181.9080948440096,182.1959623558602
111.73628508671925,212.18603747005457,161.93068938661818,182.14125650015907,192.04397183119255,181.9022327750441,182.19010028689468
111.78848847654976,212.23874933446135,161.9835707425504,182.19481582219296,192.09685318712476,181.9544361648746,182.243829100454
111.81332180988309,212.26624933446135,162.00940407588374,182.22231582219297,192.12468652045808,181.98210283154128,182.27232910045402
111.79151853119457,212.24510179347774,161.98842046932637,182.2013322156356,192.10370291390072,181.9599716840003,182.2516733627491
111.75974433764618,212.2163921160584,161.9606785338425,182.17342898982915,192.07370291390072,181.9315845872261,182.222479814362
111.72149036939221,212.17988417955044,161.924488057652,182.13803216443233,192.03767116786898,181.8952353808769,182.18628933817152
111.70664661939222,212.16769667955043,161.91058180765202,182.12646966443234,192.02548366786897,181.8833603808769,182.17441433817152
111.67664661939222,212.13985052570428,161.88242796149817,182.09923889520155,191.99809905248435,181.85428345779997,182.1473374150946
111.70770722545282,212.1730323438861,161.9147006887709,182.13242071338337,192.03037177975708,181.88579860931512,182.18203438479156
111.70800573291551,212.17631592597564,161.9175365096664,182.1360028029356,192.03290909318991,181.88818666901662,182.18531796688112
111.72477043879786,212.19440416126977,161.93415415672524,182.15306162646502,192.04967379907228,181.90524549254604,182.20296502570466
111.71230667068193,212.18338966851616,161.92227009875424,182.14320655400124,192.0370651034201,181.89234694182142,182.19079111266117
111.69230667068193,212.16510395423043,161.90312724161137,182.1253494111441,192.01692224627726,181.87320408467855,182.17279111266117
